danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,name,artists
0.889,0.715,7,-5.873,0,0.0545,0.184,0,0.108,0.785,123.999,audio_features,02BJ8AciQdCFqevG4UfVe1,spotify:track:02BJ8AciQdCFqevG4UfVe1,https://api.spotify.com/v1/tracks/02BJ8AciQdCFqevG4UfVe1,https://api.spotify.com/v1/audio-analysis/02BJ8AciQdCFqevG4UfVe1,216774,4,Equipe (feat. Shiva),Philip;Shiva
0.774,0.608,7,-6.264,1,0.128,0.128,0,0.0895,0.56,137.494,audio_features,02FaKXXL7KUtRc7K0k54tL,spotify:track:02FaKXXL7KUtRc7K0k54tL,https://api.spotify.com/v1/tracks/02FaKXXL7KUtRc7K0k54tL,https://api.spotify.com/v1/audio-analysis/02FaKXXL7KUtRc7K0k54tL,182521,4,Cozy Little Christmas,Katy Perry
0.454,0.722,0,-5.508,0,0.304,0.0181,0,0.0684,0.506,85.415,audio_features,02G6cX97PSUcfxOq8l0nuO,spotify:track:02G6cX97PSUcfxOq8l0nuO,https://api.spotify.com/v1/tracks/02G6cX97PSUcfxOq8l0nuO,https://api.spotify.com/v1/audio-analysis/02G6cX97PSUcfxOq8l0nuO,199644,4,KURT,Majk Spirit;Grimaso;Ben Cristovao
0.917,0.824,7,-3.979,1,0.129,0.0698,0.00261,0.0547,0.963,135.985,audio_features,02LwcMgdAIoHdTOMVCWSul,spotify:track:02LwcMgdAIoHdTOMVCWSul,https://api.spotify.com/v1/tracks/02LwcMgdAIoHdTOMVCWSul,https://api.spotify.com/v1/audio-analysis/02LwcMgdAIoHdTOMVCWSul,135360,4,Ma Love (feat. Heezy Lee),Le Motif;Heezy Lee
0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,audio_features,02MWAaffLxlfxAUY7c5dvx,spotify:track:02MWAaffLxlfxAUY7c5dvx,https://api.spotify.com/v1/tracks/02MWAaffLxlfxAUY7c5dvx,https://api.spotify.com/v1/audio-analysis/02MWAaffLxlfxAUY7c5dvx,238805,4,Heat Waves,Glass Animals
0.883,0.599,11,-5.551,1,0.248,0.0177,0,0.179,0.413,142.976,audio_features,02RCbjb9czvQKNGBmEmWob,spotify:track:02RCbjb9czvQKNGBmEmWob,https://api.spotify.com/v1/tracks/02RCbjb9czvQKNGBmEmWob,https://api.spotify.com/v1/audio-analysis/02RCbjb9czvQKNGBmEmWob,183011,4,Woah,Lil Baby
0.679,0.581,2,-9.297,1,0.104,0.523,0,0.0928,0.443,82.054,audio_features,02awCaNU1SgRt1ol80wRDP,spotify:track:02awCaNU1SgRt1ol80wRDP,https://api.spotify.com/v1/tracks/02awCaNU1SgRt1ol80wRDP,https://api.spotify.com/v1/audio-analysis/02awCaNU1SgRt1ol80wRDP,196098,4,Pillole,ARIETE
0.788,0.599,1,-6.464,1,0.135,0.361,1.02e-05,0.32,0.419,143.087,audio_features,02dADQ1lF2YLpDYDXLNifI,spotify:track:02dADQ1lF2YLpDYDXLNifI,https://api.spotify.com/v1/tracks/02dADQ1lF2YLpDYDXLNifI,https://api.spotify.com/v1/audio-analysis/02dADQ1lF2YLpDYDXLNifI,204536,4,Rose Gold,Headie One
0.871,0.359,7,-15.76,0,0.217,0.474,0,0.141,0.498,124.99,audio_features,02dXvglgWs3XX5qdew4cqW,spotify:track:02dXvglgWs3XX5qdew4cqW,https://api.spotify.com/v1/tracks/02dXvglgWs3XX5qdew4cqW,https://api.spotify.com/v1/audio-analysis/02dXvglgWs3XX5qdew4cqW,138292,4,STERNENHIMMELDACH,Majoe;Silva
0.459,0.89,8,-3.159,1,0.0582,0.00529,0,0.166,0.69,180.088,audio_features,02dsc9B5N8BFatjGcGhk1u,spotify:track:02dsc9B5N8BFatjGcGhk1u,https://api.spotify.com/v1/tracks/02dsc9B5N8BFatjGcGhk1u,https://api.spotify.com/v1/audio-analysis/02dsc9B5N8BFatjGcGhk1u,169333,4,Al Aire,Morat
0.733,0.859,9,-5.03,0,0.033,0.479,0.0645,0.105,0.52,124.948,audio_features,02itaCXOdC54J0ISjqqFAp,spotify:track:02itaCXOdC54J0ISjqqFAp,https://api.spotify.com/v1/tracks/02itaCXOdC54J0ISjqqFAp,https://api.spotify.com/v1/audio-analysis/02itaCXOdC54J0ISjqqFAp,147840,4,All Around The World (La La La),R3HAB;A Touch Of Class
0.799,0.66,1,-6.153,0,0.079,0.256,0,0.111,0.471,140.04,audio_features,02kDW379Yfd5PzW5A6vuGt,spotify:track:02kDW379Yfd5PzW5A6vuGt,https://api.spotify.com/v1/tracks/02kDW379Yfd5PzW5A6vuGt,https://api.spotify.com/v1/audio-analysis/02kDW379Yfd5PzW5A6vuGt,195429,4,Lemonade,Internet Money;Gunna;Don Toliver;NAV
0.757,0.688,9,-4.546,1,0.112,0.226,0,0.237,0.704,155.994,audio_features,02lGHA7bFFplYLihnUWTx8,spotify:track:02lGHA7bFFplYLihnUWTx8,https://api.spotify.com/v1/tracks/02lGHA7bFFplYLihnUWTx8,https://api.spotify.com/v1/audio-analysis/02lGHA7bFFplYLihnUWTx8,159547,4,Tequila,Juanes;Christian Nodal
0.889,0.507,2,-8.74,1,0.162,0.0562,0,0.116,0.219,111.994,audio_features,02mYw61RoS1vXvkD9Q5dpN,spotify:track:02mYw61RoS1vXvkD9Q5dpN,https://api.spotify.com/v1/tracks/02mYw61RoS1vXvkD9Q5dpN,https://api.spotify.com/v1/audio-analysis/02mYw61RoS1vXvkD9Q5dpN,154667,4,BLINDFOLD (feat. Lil Baby),Gunna;Lil Baby
0.722,0.37,8,-8.826,1,0.203,0.525,5.06e-06,0.146,0.306,97.059,audio_features,02qcrVQ61nS94wWvLaiXGf,spotify:track:02qcrVQ61nS94wWvLaiXGf,https://api.spotify.com/v1/tracks/02qcrVQ61nS94wWvLaiXGf,https://api.spotify.com/v1/audio-analysis/02qcrVQ61nS94wWvLaiXGf,179067,4,Me Olvidé De Los 2,Rels B
0.841,0.711,2,-3.896,1,0.274,0.158,0,0.182,0.448,106.034,audio_features,02t2kfqtYpPW8718hxnBcV,spotify:track:02t2kfqtYpPW8718hxnBcV,https://api.spotify.com/v1/tracks/02t2kfqtYpPW8718hxnBcV,https://api.spotify.com/v1/audio-analysis/02t2kfqtYpPW8718hxnBcV,211667,4,Superheroes,Stormzy
