danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,name,artists
0.539,0.833,7,-5.717,1,0.0322,0.00172,0.0387,0.315,0.57,128.008,audio_features,17eJyYLIlMNlOqcwHYJ9F2,spotify:track:17eJyYLIlMNlOqcwHYJ9F2,https://api.spotify.com/v1/tracks/17eJyYLIlMNlOqcwHYJ9F2,https://api.spotify.com/v1/audio-analysis/17eJyYLIlMNlOqcwHYJ9F2,308947,4,Lago en el Cielo,Gustavo Cerati
0.938,0.654,8,-5.945,0,0.132,0.216,0,0.0744,0.596,122.929,audio_features,1DJjAT62IgW7N3JjroyGKc,spotify:track:1DJjAT62IgW7N3JjroyGKc,https://api.spotify.com/v1/tracks/1DJjAT62IgW7N3JjroyGKc,https://api.spotify.com/v1/audio-analysis/1DJjAT62IgW7N3JjroyGKc,121182,4,C90,John C
0.744,0.479,0,-8.036,1,0.046,0.51,0,0.107,0.547,121.99,audio_features,1HOmQ8cwt1FViRLS6WsWPt,spotify:track:1HOmQ8cwt1FViRLS6WsWPt,https://api.spotify.com/v1/tracks/1HOmQ8cwt1FViRLS6WsWPt,https://api.spotify.com/v1/audio-analysis/1HOmQ8cwt1FViRLS6WsWPt,122520,4,Sin Mirar,Duki;Asan
0.424,0.614,4,-6.719,0,0.0319,0.15,0,0.338,0.386,144.283,audio_features,1HroyPv5zqHJI35kqObRLy,spotify:track:1HroyPv5zqHJI35kqObRLy,https://api.spotify.com/v1/tracks/1HroyPv5zqHJI35kqObRLy,https://api.spotify.com/v1/audio-analysis/1HroyPv5zqHJI35kqObRLy,280695,4,Cien Años,Abel Pintos
0.809,0.539,0,-7.272,0,0.0358,0.259,2.82e-06,0.108,0.707,104.965,audio_features,1IC9QfsEQx2aVhsscCsbTE,spotify:track:1IC9QfsEQx2aVhsscCsbTE,https://api.spotify.com/v1/tracks/1IC9QfsEQx2aVhsscCsbTE,https://api.spotify.com/v1/audio-analysis/1IC9QfsEQx2aVhsscCsbTE,302731,4,El Farolito (Acústico),Ciro y los Persas
0.476,0.456,7,-7.41,1,0.0316,0.556,0,0.104,0.46,84.052,audio_features,1Ig4pCPanhzXl7C86MmBUc,spotify:track:1Ig4pCPanhzXl7C86MmBUc,https://api.spotify.com/v1/tracks/1Ig4pCPanhzXl7C86MmBUc,https://api.spotify.com/v1/audio-analysis/1Ig4pCPanhzXl7C86MmBUc,161133,4,Juntos a la Par,Pappo
0.532,0.776,9,-7.873,0,0.03,0.024,0.000419,0.358,0.667,137.736,audio_features,1MRhIdcloOD0uiiG3ybXGX,spotify:track:1MRhIdcloOD0uiiG3ybXGX,https://api.spotify.com/v1/tracks/1MRhIdcloOD0uiiG3ybXGX,https://api.spotify.com/v1/audio-analysis/1MRhIdcloOD0uiiG3ybXGX,206200,4,Un Poco de Amor Francés,Patricio Rey y sus Redonditos de Ricota
0.665,0.411,9,-10.155,0,0.0273,0.8,0.0697,0.112,0.284,134.992,audio_features,1NeZxBuSEhikl0ZrOSgpuW,spotify:track:1NeZxBuSEhikl0ZrOSgpuW,https://api.spotify.com/v1/tracks/1NeZxBuSEhikl0ZrOSgpuW,https://api.spotify.com/v1/audio-analysis/1NeZxBuSEhikl0ZrOSgpuW,234760,3,Cactus,Gustavo Cerati
0.638,0.649,2,-6.912,1,0.0351,0.000223,0.744,0.341,0.318,130.088,audio_features,1NiZoFzDajVWop73ZTAVHn,spotify:track:1NiZoFzDajVWop73ZTAVHn,https://api.spotify.com/v1/tracks/1NiZoFzDajVWop73ZTAVHn,https://api.spotify.com/v1/audio-analysis/1NiZoFzDajVWop73ZTAVHn,188080,4,Baila Conmigo,DJ Alex
0.668,0.385,10,-6.575,0,0.0362,0.722,0,0.0643,0.617,145.027,audio_features,1OJU3D1A6adkaWdXAWo6iK,spotify:track:1OJU3D1A6adkaWdXAWo6iK,https://api.spotify.com/v1/tracks/1OJU3D1A6adkaWdXAWo6iK,https://api.spotify.com/v1/audio-analysis/1OJU3D1A6adkaWdXAWo6iK,177255,3,NO ME ESTÁS HACIENDO UN FAVOR,LOUTA
